County,Sex,Census Year,Statistic,value
Kerry,Male,1996,Population at Each Census from 1841 to 2016 (Number),63801
Kerry,Male,2002,Population at Each Census from 1841 to 2016 (Number),66572
Kerry,Male,2006,Population at Each Census from 1841 to 2016 (Number),70641
Kerry,Male,2011,Population at Each Census from 1841 to 2016 (Number),72629
Kerry,Male,2016,Population at Each Census from 1841 to 2016 (Number),73055
Kerry,Female,1841,Population at Each Census from 1841 to 2016 (Number),146573
Kerry,Female,1851,Population at Each Census from 1841 to 2016 (Number),121743
Kerry,Female,1861,Population at Each Census from 1841 to 2016 (Number),101801
Kerry,Female,1871,Population at Each Census from 1841 to 2016 (Number),98673
Kerry,Female,1881,Population at Each Census from 1841 to 2016 (Number),99831
Kerry,Female,1891,Population at Each Census from 1841 to 2016 (Number),88119
Kerry,Female,1901,Population at Each Census from 1841 to 2016 (Number),81299
Kerry,Female,1911,Population at Each Census from 1841 to 2016 (Number),78217
Kerry,Female,1926,Population at Each Census from 1841 to 2016 (Number),72308
Kerry,Female,1936,Population at Each Census from 1841 to 2016 (Number),66331
Kerry,Female,1946,Population at Each Census from 1841 to 2016 (Number),63780
Kerry,Female,1951,Population at Each Census from 1841 to 2016 (Number),60137
Kerry,Female,1956,Population at Each Census from 1841 to 2016 (Number),58107
Kerry,Female,1961,Population at Each Census from 1841 to 2016 (Number),55620
Kerry,Female,1966,Population at Each Census from 1841 to 2016 (Number),54111
Kerry,Female,1971,Population at Each Census from 1841 to 2016 (Number),54368
Kerry,Female,1979,Population at Each Census from 1841 to 2016 (Number),58171
Kerry,Female,1981,Population at Each Census from 1841 to 2016 (Number),59278
Kerry,Female,1986,Population at Each Census from 1841 to 2016 (Number),60866
Kerry,Female,1991,Population at Each Census from 1841 to 2016 (Number),59962
Kerry,Female,1996,Population at Each Census from 1841 to 2016 (Number),62329
Kerry,Female,2002,Population at Each Census from 1841 to 2016 (Number),65955
Kerry,Female,2006,Population at Each Census from 1841 to 2016 (Number),69194
Kerry,Female,2011,Population at Each Census from 1841 to 2016 (Number),72873
Kerry,Female,2016,Population at Each Census from 1841 to 2016 (Number),74652
Limerick,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),330029
Limerick,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),262132
Limerick,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),217277
Limerick,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),191936
Limerick,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),180632
Limerick,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),158912
Limerick,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),146098
Limerick,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),143069
Limerick,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),140343
Limerick,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),141153
Limerick,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),142559
Limerick,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),141239
Limerick,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),137881
Limerick,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),133339
Limerick,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),137357
Limerick,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),140459
Limerick,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),157407
Limerick,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),161661
Limerick,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),164569
Limerick,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),161956
Limerick,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),165042
Limerick,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),175304
Limerick,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),184055
Limerick,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),191809
Limerick,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),194899
Limerick,Male,1841,Population at Each Census from 1841 to 2016 (Number),161997
Limerick,Male,1851,Population at Each Census from 1841 to 2016 (Number),127387
Limerick,Male,1861,Population at Each Census from 1841 to 2016 (Number),105712
Limerick,Male,1871,Population at Each Census from 1841 to 2016 (Number),93112
Limerick,Male,1881,Population at Each Census from 1841 to 2016 (Number),88311
Limerick,Male,1891,Population at Each Census from 1841 to 2016 (Number),78607
Limerick,Male,1901,Population at Each Census from 1841 to 2016 (Number),72456
Limerick,Male,1911,Population at Each Census from 1841 to 2016 (Number),72229
Limerick,Male,1926,Population at Each Census from 1841 to 2016 (Number),71172
Limerick,Male,1936,Population at Each Census from 1841 to 2016 (Number),72407
Limerick,Male,1946,Population at Each Census from 1841 to 2016 (Number),72039
Limerick,Male,1951,Population at Each Census from 1841 to 2016 (Number),71691
Limerick,Male,1956,Population at Each Census from 1841 to 2016 (Number),69622
Limerick,Male,1961,Population at Each Census from 1841 to 2016 (Number),67173
Limerick,Male,1966,Population at Each Census from 1841 to 2016 (Number),69135
Limerick,Male,1971,Population at Each Census from 1841 to 2016 (Number),70786
Limerick,Male,1979,Population at Each Census from 1841 to 2016 (Number),79302
Limerick,Male,1981,Population at Each Census from 1841 to 2016 (Number),81595
Limerick,Male,1986,Population at Each Census from 1841 to 2016 (Number),82686
Limerick,Male,1991,Population at Each Census from 1841 to 2016 (Number),81094
Limerick,Male,1996,Population at Each Census from 1841 to 2016 (Number),82546
Limerick,Male,2002,Population at Each Census from 1841 to 2016 (Number),87631
Limerick,Male,2006,Population at Each Census from 1841 to 2016 (Number),92680
Limerick,Male,2011,Population at Each Census from 1841 to 2016 (Number),95815
Limerick,Male,2016,Population at Each Census from 1841 to 2016 (Number),97340
Limerick,Female,1841,Population at Each Census from 1841 to 2016 (Number),168032
Limerick,Female,1851,Population at Each Census from 1841 to 2016 (Number),134745
Limerick,Female,1861,Population at Each Census from 1841 to 2016 (Number),111565
Limerick,Female,1871,Population at Each Census from 1841 to 2016 (Number),98824
Limerick,Female,1881,Population at Each Census from 1841 to 2016 (Number),92321
Limerick,Female,1891,Population at Each Census from 1841 to 2016 (Number),80305
Limerick,Female,1901,Population at Each Census from 1841 to 2016 (Number),73642
Limerick,Female,1911,Population at Each Census from 1841 to 2016 (Number),70840
Limerick,Female,1926,Population at Each Census from 1841 to 2016 (Number),69171
Limerick,Female,1936,Population at Each Census from 1841 to 2016 (Number),68746
Limerick,Female,1946,Population at Each Census from 1841 to 2016 (Number),70520
Limerick,Female,1951,Population at Each Census from 1841 to 2016 (Number),69548
Limerick,Female,1956,Population at Each Census from 1841 to 2016 (Number),68259
Limerick,Female,1961,Population at Each Census from 1841 to 2016 (Number),66166
Limerick,Female,1966,Population at Each Census from 1841 to 2016 (Number),68222
Limerick,Female,1971,Population at Each Census from 1841 to 2016 (Number),69673
Limerick,Female,1979,Population at Each Census from 1841 to 2016 (Number),78105
Limerick,Female,1981,Population at Each Census from 1841 to 2016 (Number),80066
Limerick,Female,1986,Population at Each Census from 1841 to 2016 (Number),81883
Limerick,Female,1991,Population at Each Census from 1841 to 2016 (Number),80862
Limerick,Female,1996,Population at Each Census from 1841 to 2016 (Number),82496
Limerick,Female,2002,Population at Each Census from 1841 to 2016 (Number),87673
Limerick,Female,2006,Population at Each Census from 1841 to 2016 (Number),91375
Limerick,Female,2011,Population at Each Census from 1841 to 2016 (Number),95994
Limerick,Female,2016,Population at Each Census from 1841 to 2016 (Number),97559
Tipperary,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),435553
Tipperary,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),331567
Tipperary,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),249106
Tipperary,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),216713
Tipperary,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),199612
Tipperary,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),173188
Tipperary,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),160232
Tipperary,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),152433
Tipperary,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),141015
Tipperary,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),137835
Tipperary,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),136014
Tipperary,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),133313
Tipperary,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),129415
Tipperary,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),123822
Tipperary,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),122812
Tipperary,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),123565
Tipperary,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),133741
Tipperary,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),135261
Tipperary,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),136619
Tipperary,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),132772
Tipperary,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),133535
Tipperary,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),140131
Tipperary,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),149244
Tipperary,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),158754
Tipperary,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),159553
Tipperary,Male,1841,Population at Each Census from 1841 to 2016 (Number),216650
Tipperary,Male,1851,Population at Each Census from 1841 to 2016 (Number),160024
Tipperary,Male,1861,Population at Each Census from 1841 to 2016 (Number),122483
Tipperary,Male,1871,Population at Each Census from 1841 to 2016 (Number),106499
Tipperary,Male,1881,Population at Each Census from 1841 to 2016 (Number),98755
Tipperary,Male,1891,Population at Each Census from 1841 to 2016 (Number),86807
Tipperary,Male,1901,Population at Each Census from 1841 to 2016 (Number),81399
Tipperary,Male,1911,Population at Each Census from 1841 to 2016 (Number),78584
Tipperary,Male,1926,Population at Each Census from 1841 to 2016 (Number),72904
Tipperary,Male,1936,Population at Each Census from 1841 to 2016 (Number),72397
Tipperary,Male,1946,Population at Each Census from 1841 to 2016 (Number),70999
Tipperary,Male,1951,Population at Each Census from 1841 to 2016 (Number),69866
Tipperary,Male,1956,Population at Each Census from 1841 to 2016 (Number),67398
Tipperary,Male,1961,Population at Each Census from 1841 to 2016 (Number),64141
Tipperary,Male,1966,Population at Each Census from 1841 to 2016 (Number),63416
Tipperary,Male,1971,Population at Each Census from 1841 to 2016 (Number),63523
Tipperary,Male,1979,Population at Each Census from 1841 to 2016 (Number),68877
Tipperary,Male,1981,Population at Each Census from 1841 to 2016 (Number),69503
Tipperary,Male,1986,Population at Each Census from 1841 to 2016 (Number),69728
Tipperary,Male,1991,Population at Each Census from 1841 to 2016 (Number),67422
Tipperary,Male,1996,Population at Each Census from 1841 to 2016 (Number),67602
Tipperary,Male,2002,Population at Each Census from 1841 to 2016 (Number),70863
Tipperary,Male,2006,Population at Each Census from 1841 to 2016 (Number),75818
Tipperary,Male,2011,Population at Each Census from 1841 to 2016 (Number),79584
Tipperary,Male,2016,Population at Each Census from 1841 to 2016 (Number),79668
Tipperary,Female,1841,Population at Each Census from 1841 to 2016 (Number),218903
Tipperary,Female,1851,Population at Each Census from 1841 to 2016 (Number),171543
Tipperary,Female,1861,Population at Each Census from 1841 to 2016 (Number),126623
Tipperary,Female,1871,Population at Each Census from 1841 to 2016 (Number),110214
Tipperary,Female,1881,Population at Each Census from 1841 to 2016 (Number),100857
Tipperary,Female,1891,Population at Each Census from 1841 to 2016 (Number),86381
Tipperary,Female,1901,Population at Each Census from 1841 to 2016 (Number),78833
Tipperary,Female,1911,Population at Each Census from 1841 to 2016 (Number),73849
Tipperary,Female,1926,Population at Each Census from 1841 to 2016 (Number),68111
Tipperary,Female,1936,Population at Each Census from 1841 to 2016 (Number),65438
Tipperary,Female,1946,Population at Each Census from 1841 to 2016 (Number),65015
Tipperary,Female,1951,Population at Each Census from 1841 to 2016 (Number),63447
Tipperary,Female,1956,Population at Each Census from 1841 to 2016 (Number),62017
Tipperary,Female,1961,Population at Each Census from 1841 to 2016 (Number),59681
Tipperary,Female,1966,Population at Each Census from 1841 to 2016 (Number),59396
Tipperary,Female,1971,Population at Each Census from 1841 to 2016 (Number),60042
Tipperary,Female,1979,Population at Each Census from 1841 to 2016 (Number),64864
Tipperary,Female,1981,Population at Each Census from 1841 to 2016 (Number),65758
Tipperary,Female,1986,Population at Each Census from 1841 to 2016 (Number),66891
Tipperary,Female,1991,Population at Each Census from 1841 to 2016 (Number),65350
Tipperary,Female,1996,Population at Each Census from 1841 to 2016 (Number),65933
Tipperary,Female,2002,Population at Each Census from 1841 to 2016 (Number),69268
Tipperary,Female,2006,Population at Each Census from 1841 to 2016 (Number),73426
Tipperary,Female,2011,Population at Each Census from 1841 to 2016 (Number),79170
Tipperary,Female,2016,Population at Each Census from 1841 to 2016 (Number),79885
Waterford,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),196187
Waterford,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),164035
Waterford,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),134252
Waterford,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),123310
Waterford,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),112768
Waterford,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),98251
Waterford,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),87187
Waterford,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),83966
Waterford,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),78562
Waterford,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),77614
Waterford,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),76108
Waterford,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),75061
Waterford,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),74031
Waterford,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),71439
Waterford,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),73080
Waterford,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),77315
Waterford,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),87278
Waterford,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),88591
Waterford,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),91151
Waterford,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),91624
Waterford,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),94680
Waterford,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),101546
Waterford,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),107961
Waterford,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),113795
Waterford,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),116176
Waterford,Male,1841,Population at Each Census from 1841 to 2016 (Number),95576
Waterford,Male,1851,Population at Each Census from 1841 to 2016 (Number),78955
Waterford,Male,1861,Population at Each Census from 1841 to 2016 (Number),64310
Waterford,Male,1871,Population at Each Census from 1841 to 2016 (Number),59078
Waterford,Male,1881,Population at Each Census from 1841 to 2016 (Number),54618
Waterford,Male,1891,Population at Each Census from 1841 to 2016 (Number),48054
Waterford,Male,1901,Population at Each Census from 1841 to 2016 (Number),43005
Waterford,Male,1911,Population at Each Census from 1841 to 2016 (Number),42450
Waterford,Male,1926,Population at Each Census from 1841 to 2016 (Number),39426
Waterford,Male,1936,Population at Each Census from 1841 to 2016 (Number),39528
Waterford,Male,1946,Population at Each Census from 1841 to 2016 (Number),38087
Waterford,Male,1951,Population at Each Census from 1841 to 2016 (Number),37963
Waterford,Male,1956,Population at Each Census from 1841 to 2016 (Number),36977
Waterford,Male,1961,Population at Each Census from 1841 to 2016 (Number),35528
Waterford,Male,1966,Population at Each Census from 1841 to 2016 (Number),36466
Waterford,Male,1971,Population at Each Census from 1841 to 2016 (Number),38770
Waterford,Male,1979,Population at Each Census from 1841 to 2016 (Number),43956
Waterford,Male,1981,Population at Each Census from 1841 to 2016 (Number),44513
Waterford,Male,1986,Population at Each Census from 1841 to 2016 (Number),45618
Waterford,Male,1991,Population at Each Census from 1841 to 2016 (Number),45738
Waterford,Male,1996,Population at Each Census from 1841 to 2016 (Number),47302
Waterford,Male,2002,Population at Each Census from 1841 to 2016 (Number),50672
Waterford,Male,2006,Population at Each Census from 1841 to 2016 (Number),53932
Waterford,Male,2011,Population at Each Census from 1841 to 2016 (Number),56464
Waterford,Male,2016,Population at Each Census from 1841 to 2016 (Number),57651
Waterford,Female,1841,Population at Each Census from 1841 to 2016 (Number),100611
Waterford,Female,1851,Population at Each Census from 1841 to 2016 (Number),85080
Waterford,Female,1861,Population at Each Census from 1841 to 2016 (Number),69942
Waterford,Female,1871,Population at Each Census from 1841 to 2016 (Number),64232
Waterford,Female,1881,Population at Each Census from 1841 to 2016 (Number),58150
Waterford,Female,1891,Population at Each Census from 1841 to 2016 (Number),50197
Waterford,Female,1901,Population at Each Census from 1841 to 2016 (Number),44182
Waterford,Female,1911,Population at Each Census from 1841 to 2016 (Number),41516
Waterford,Female,1926,Population at Each Census from 1841 to 2016 (Number),39136
Waterford,Female,1936,Population at Each Census from 1841 to 2016 (Number),38086
Waterford,Female,1946,Population at Each Census from 1841 to 2016 (Number),38021
Waterford,Female,1951,Population at Each Census from 1841 to 2016 (Number),37098
Waterford,Female,1956,Population at Each Census from 1841 to 2016 (Number),37054
Waterford,Female,1961,Population at Each Census from 1841 to 2016 (Number),35911
Waterford,Female,1966,Population at Each Census from 1841 to 2016 (Number),36614
Waterford,Female,1971,Population at Each Census from 1841 to 2016 (Number),38545
Waterford,Female,1979,Population at Each Census from 1841 to 2016 (Number),43322
Waterford,Female,1981,Population at Each Census from 1841 to 2016 (Number),44078
Waterford,Female,1986,Population at Each Census from 1841 to 2016 (Number),45533
Waterford,Female,1991,Population at Each Census from 1841 to 2016 (Number),45886
Waterford,Female,1996,Population at Each Census from 1841 to 2016 (Number),47378
Waterford,Female,2002,Population at Each Census from 1841 to 2016 (Number),50874
Waterford,Female,2006,Population at Each Census from 1841 to 2016 (Number),54029
Waterford,Female,2011,Population at Each Census from 1841 to 2016 (Number),57331
Waterford,Female,2016,Population at Each Census from 1841 to 2016 (Number),58525
Galway,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),440198
Galway,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),321684
Galway,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),271478
Galway,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),248458
Galway,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),242005
Galway,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),214712
Galway,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),192549
Galway,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),182224
Galway,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),169366
Galway,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),168198
Galway,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),165201
Galway,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),160204
Galway,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),155553
Galway,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),149887
Galway,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),148340
Galway,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),149223
Galway,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),167838
Galway,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),172018
Galway,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),178552
Galway,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),180364
Galway,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),188854
Galway,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),209077
Galway,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),231670
Galway,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),250653
Galway,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),258058
Galway,Male,1841,Population at Each Census from 1841 to 2016 (Number),219564
Galway,Male,1851,Population at Each Census from 1841 to 2016 (Number),157135
Galway,Male,1861,Population at Each Census from 1841 to 2016 (Number),134057
Galway,Male,1871,Population at Each Census from 1841 to 2016 (Number),122496
Galway,Male,1881,Population at Each Census from 1841 to 2016 (Number),120609
Galway,Male,1891,Population at Each Census from 1841 to 2016 (Number),108283
Galway,Male,1901,Population at Each Census from 1841 to 2016 (Number),97923
Galway,Male,1911,Population at Each Census from 1841 to 2016 (Number),94403
Galway,Male,1926,Population at Each Census from 1841 to 2016 (Number),88481
Galway,Male,1936,Population at Each Census from 1841 to 2016 (Number),89170
Galway,Male,1946,Population at Each Census from 1841 to 2016 (Number),87435
Galway,Male,1951,Population at Each Census from 1841 to 2016 (Number),85141
Galway,Male,1956,Population at Each Census from 1841 to 2016 (Number),82223
Galway,Male,1961,Population at Each Census from 1841 to 2016 (Number),78993
Galway,Male,1966,Population at Each Census from 1841 to 2016 (Number),77696
Galway,Male,1971,Population at Each Census from 1841 to 2016 (Number),77842
Galway,Male,1979,Population at Each Census from 1841 to 2016 (Number),86528
Galway,Male,1981,Population at Each Census from 1841 to 2016 (Number),88330
Galway,Male,1986,Population at Each Census from 1841 to 2016 (Number),90625
Galway,Male,1991,Population at Each Census from 1841 to 2016 (Number),91005
Galway,Male,1996,Population at Each Census from 1841 to 2016 (Number),94529
Galway,Male,2002,Population at Each Census from 1841 to 2016 (Number),104367
Galway,Male,2006,Population at Each Census from 1841 to 2016 (Number),116476
Galway,Male,2011,Population at Each Census from 1841 to 2016 (Number),124758
Galway,Male,2016,Population at Each Census from 1841 to 2016 (Number),127663
Galway,Female,1841,Population at Each Census from 1841 to 2016 (Number),220634
Galway,Female,1851,Population at Each Census from 1841 to 2016 (Number),164549
Galway,Female,1861,Population at Each Census from 1841 to 2016 (Number),137421
Galway,Female,1871,Population at Each Census from 1841 to 2016 (Number),125962
Galway,Female,1881,Population at Each Census from 1841 to 2016 (Number),121396
Galway,Female,1891,Population at Each Census from 1841 to 2016 (Number),106429
Galway,Female,1901,Population at Each Census from 1841 to 2016 (Number),94626
Galway,Female,1911,Population at Each Census from 1841 to 2016 (Number),87821
Galway,Female,1926,Population at Each Census from 1841 to 2016 (Number),80885
Galway,Female,1936,Population at Each Census from 1841 to 2016 (Number),79028
Galway,Female,1946,Population at Each Census from 1841 to 2016 (Number),77766
Galway,Female,1951,Population at Each Census from 1841 to 2016 (Number),75063
Galway,Female,1956,Population at Each Census from 1841 to 2016 (Number),73330
Galway,Female,1961,Population at Each Census from 1841 to 2016 (Number),70894
Galway,Female,1966,Population at Each Census from 1841 to 2016 (Number),70644
Galway,Female,1971,Population at Each Census from 1841 to 2016 (Number),71381
Galway,Female,1979,Population at Each Census from 1841 to 2016 (Number),81310
Galway,Female,1981,Population at Each Census from 1841 to 2016 (Number),83688
Galway,Female,1986,Population at Each Census from 1841 to 2016 (Number),87927
Galway,Female,1991,Population at Each Census from 1841 to 2016 (Number),89359
Galway,Female,1996,Population at Each Census from 1841 to 2016 (Number),94325
Galway,Female,2002,Population at Each Census from 1841 to 2016 (Number),104710
Galway,Female,2006,Population at Each Census from 1841 to 2016 (Number),115194
Galway,Female,2011,Population at Each Census from 1841 to 2016 (Number),125895
Galway,Female,2016,Population at Each Census from 1841 to 2016 (Number),130395
Leitrim,Both sexes,1841,Population at Each Census from 1841 to 2016 (Number),155297
Leitrim,Both sexes,1851,Population at Each Census from 1841 to 2016 (Number),111897
Leitrim,Both sexes,1861,Population at Each Census from 1841 to 2016 (Number),104744
Leitrim,Both sexes,1871,Population at Each Census from 1841 to 2016 (Number),95562
Leitrim,Both sexes,1881,Population at Each Census from 1841 to 2016 (Number),90372
Leitrim,Both sexes,1891,Population at Each Census from 1841 to 2016 (Number),78618
Leitrim,Both sexes,1901,Population at Each Census from 1841 to 2016 (Number),69343
Leitrim,Both sexes,1911,Population at Each Census from 1841 to 2016 (Number),63582
Leitrim,Both sexes,1926,Population at Each Census from 1841 to 2016 (Number),55907
Leitrim,Both sexes,1936,Population at Each Census from 1841 to 2016 (Number),50908
Leitrim,Both sexes,1946,Population at Each Census from 1841 to 2016 (Number),44591
Leitrim,Both sexes,1951,Population at Each Census from 1841 to 2016 (Number),41209
Leitrim,Both sexes,1956,Population at Each Census from 1841 to 2016 (Number),37056
Leitrim,Both sexes,1961,Population at Each Census from 1841 to 2016 (Number),33470
Leitrim,Both sexes,1966,Population at Each Census from 1841 to 2016 (Number),30572
Leitrim,Both sexes,1971,Population at Each Census from 1841 to 2016 (Number),28360
Leitrim,Both sexes,1979,Population at Each Census from 1841 to 2016 (Number),27844
Leitrim,Both sexes,1981,Population at Each Census from 1841 to 2016 (Number),27609
Leitrim,Both sexes,1986,Population at Each Census from 1841 to 2016 (Number),27035
Leitrim,Both sexes,1991,Population at Each Census from 1841 to 2016 (Number),25301
Leitrim,Both sexes,1996,Population at Each Census from 1841 to 2016 (Number),25057
Leitrim,Both sexes,2002,Population at Each Census from 1841 to 2016 (Number),25799
Leitrim,Both sexes,2006,Population at Each Census from 1841 to 2016 (Number),28950
Leitrim,Both sexes,2011,Population at Each Census from 1841 to 2016 (Number),31798
Leitrim,Both sexes,2016,Population at Each Census from 1841 to 2016 (Number),32044
Leitrim,Male,1841,Population at Each Census from 1841 to 2016 (Number),77501
Leitrim,Male,1851,Population at Each Census from 1841 to 2016 (Number),56111
Leitrim,Male,1861,Population at Each Census from 1841 to 2016 (Number),52562
Leitrim,Male,1871,Population at Each Census from 1841 to 2016 (Number),47724
Leitrim,Male,1881,Population at Each Census from 1841 to 2016 (Number),45190
Leitrim,Male,1891,Population at Each Census from 1841 to 2016 (Number),39715
Leitrim,Male,1901,Population at Each Census from 1841 to 2016 (Number),35098
Leitrim,Male,1911,Population at Each Census from 1841 to 2016 (Number),32759
Leitrim,Male,1926,Population at Each Census from 1841 to 2016 (Number),29247
Leitrim,Male,1936,Population at Each Census from 1841 to 2016 (Number),27337
Leitrim,Male,1946,Population at Each Census from 1841 to 2016 (Number),24065
Leitrim,Male,1951,Population at Each Census from 1841 to 2016 (Number),22374
Leitrim,Male,1956,Population at Each Census from 1841 to 2016 (Number),19986
Leitrim,Male,1961,Population at Each Census from 1841 to 2016 (Number),18031
Leitrim,Male,1966,Population at Each Census from 1841 to 2016 (Number),16444
Leitrim,Male,1971,Population at Each Census from 1841 to 2016 (Number),15269
Leitrim,Male,1979,Population at Each Census from 1841 to 2016 (Number),14878
Leitrim,Male,1981,Population at Each Census from 1841 to 2016 (Number),14699
Leitrim,Male,1986,Population at Each Census from 1841 to 2016 (Number),14205
Leitrim,Male,1991,Population at Each Census from 1841 to 2016 (Number),13203
Leitrim,Male,1996,Population at Each Census from 1841 to 2016 (Number),13044
Leitrim,Male,2002,Population at Each Census from 1841 to 2016 (Number),13324
Leitrim,Male,2006,Population at Each Census from 1841 to 2016 (Number),14903
Leitrim,Male,2011,Population at Each Census from 1841 to 2016 (Number),16144
Leitrim,Male,2016,Population at Each Census from 1841 to 2016 (Number),16064
Leitrim,Female,1841,Population at Each Census from 1841 to 2016 (Number),77796
Leitrim,Female,1851,Population at Each Census from 1841 to 2016 (Number),55786
Leitrim,Female,1861,Population at Each Census from 1841 to 2016 (Number),52182
Leitrim,Female,1871,Population at Each Census from 1841 to 2016 (Number),47838
Leitrim,Female,1881,Population at Each Census from 1841 to 2016 (Number),45182
Leitrim,Female,1891,Population at Each Census from 1841 to 2016 (Number),38903
Leitrim,Female,1901,Population at Each Census from 1841 to 2016 (Number),34245
